date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2024/12/15,2024,12,15,chokepoint1,Suez Canal,7,9,3,0,14,19,33,128247,442992,5441,0,501654,576681,1078335,2178
2024/12/16,2024,12,16,chokepoint1,Suez Canal,11,8,8,1,13,28,41,207407,322069,31673,1095,831701,562246,1393948,2179
2024/12/17,2024,12,17,chokepoint1,Suez Canal,10,11,10,1,14,32,46,172965,336008,35223,2272,586022,546470,1132493,2180
2024/12/18,2024,12,18,chokepoint1,Suez Canal,9,13,3,0,15,25,40,179014,600530,7992,0,536150,787537,1323688,2181
2024/12/19,2024,12,19,chokepoint1,Suez Canal,7,13,5,0,10,25,35,159692,515817,38953,0,429736,714463,1144199,2182
2024/12/20,2024,12,20,chokepoint1,Suez Canal,8,15,6,0,17,29,46,181039,428640,15435,0,908465,625115,1533580,2183
2024/12/21,2024,12,21,chokepoint1,Suez Canal,8,12,7,0,11,27,38,106259,637099,12931,0,362376,756289,1118666,2184
2024/12/22,2024,12,22,chokepoint1,Suez Canal,9,8,3,0,17,20,37,180089,294409,72229,0,558463,546728,1105191,2185
2024/12/23,2024,12,23,chokepoint1,Suez Canal,9,9,5,1,12,24,36,161453,555593,20257,6160,845820,743465,1589286,2186
2024/12/24,2024,12,24,chokepoint1,Suez Canal,9,12,5,0,13,26,39,212667,751403,27735,0,482588,991806,1474395,2187
2024/12/25,2024,12,25,chokepoint1,Suez Canal,10,3,3,1,13,17,30,294728,198501,8330,4289,676602,505849,1182452,2188
2024/12/26,2024,12,26,chokepoint1,Suez Canal,11,8,2,1,17,22,39,191815,361651,5094,0,555243,558561,1113804,2189
2024/12/27,2024,12,27,chokepoint1,Suez Canal,7,13,3,0,15,23,38,284943,845687,8531,0,1133331,1139162,2272494,2190
2024/12/28,2024,12,28,chokepoint1,Suez Canal,9,6,4,1,13,20,33,267487,267394,27248,0,388456,562129,950586,2191
2024/12/29,2024,12,29,chokepoint1,Suez Canal,9,3,4,0,12,16,28,125942,107346,2552,0,246574,235841,482416,2192
2024/12/30,2024,12,30,chokepoint1,Suez Canal,11,11,1,1,11,24,35,191392,781519,12813,0,432523,985725,1418249,2193
2024/12/31,2024,12,31,chokepoint1,Suez Canal,4,6,4,0,10,14,24,25026,207580,17243,0,294009,249850,543859,2194
2025/01/01,2025,1,1,chokepoint1,Suez Canal,7,13,3,0,9,23,32,149058,564789,13897,0,397288,727746,1125034,2195
2025/01/02,2025,1,2,chokepoint1,Suez Canal,12,5,7,1,8,25,33,270572,293536,55836,2730,446283,622675,1068959,2196
2025/01/03,2025,1,3,chokepoint1,Suez Canal,13,7,8,2,20,30,50,241874,512716,40206,1218,775064,796016,1571080,2197
2025/01/04,2025,1,4,chokepoint1,Suez Canal,6,8,2,0,13,16,29,97328,322766,8358,0,348425,428454,776880,2198
2025/01/05,2025,1,5,chokepoint1,Suez Canal,9,2,4,1,14,16,30,265552,54266,25642,0,522191,345461,867653,2199
2025/01/06,2025,1,6,chokepoint1,Suez Canal,12,22,4,1,16,39,55,229511,875916,23091,3583,437761,1132103,1569864,2200
2025/01/07,2025,1,7,chokepoint1,Suez Canal,8,14,3,0,16,25,41,71675,572357,25673,0,777740,669707,1447447,2201
2025/01/08,2025,1,8,chokepoint1,Suez Canal,7,9,6,1,9,23,32,208195,400512,23462,0,138880,632171,771051,2202
2025/01/09,2025,1,9,chokepoint1,Suez Canal,10,10,6,0,10,26,36,301091,397669,12636,0,618410,711397,1329807,2203
2025/01/10,2025,1,10,chokepoint1,Suez Canal,11,12,5,0,8,28,36,212732,407689,11900,0,329734,632322,962057,2204
2025/01/11,2025,1,11,chokepoint1,Suez Canal,11,9,5,1,11,26,37,263036,830404,28136,0,576131,1121577,1697708,2205
2025/01/12,2025,1,12,chokepoint1,Suez Canal,9,8,2,0,11,19,30,69280,286588,4121,0,468342,359991,828333,2206
2025/01/13,2025,1,13,chokepoint1,Suez Canal,11,8,5,1,18,25,43,257669,206418,21438,2251,742256,487778,1230034,2207
2025/01/14,2025,1,14,chokepoint1,Suez Canal,6,11,7,0,15,24,39,207341,573171,23218,0,579916,803731,1383648,2208
2025/01/15,2025,1,15,chokepoint1,Suez Canal,5,5,3,1,14,14,28,138748,259173,14974,0,551852,412895,964747,2209
2025/01/16,2025,1,16,chokepoint1,Suez Canal,9,13,4,1,14,27,41,181116,726513,11508,4660,360513,923798,1284312,2210
2025/01/17,2025,1,17,chokepoint1,Suez Canal,8,12,1,2,14,23,37,89218,544431,9405,7897,570853,650953,1221806,2211
2025/01/18,2025,1,18,chokepoint1,Suez Canal,9,6,4,0,12,19,31,166954,237012,14970,0,893391,418936,1312328,2212
2025/01/19,2025,1,19,chokepoint1,Suez Canal,10,12,4,0,12,26,38,223215,619216,21172,0,728495,863604,1592100,2213
2025/01/20,2025,1,20,chokepoint1,Suez Canal,10,9,5,1,13,25,38,216612,492001,7681,0,406826,716296,1123123,2214
2025/01/21,2025,1,21,chokepoint1,Suez Canal,6,7,2,0,8,15,23,197032,467902,3840,0,249477,668775,918252,2215
2025/01/22,2025,1,22,chokepoint1,Suez Canal,11,8,7,0,18,26,44,305114,190964,43890,0,1112942,539969,1652912,2216
2025/01/23,2025,1,23,chokepoint1,Suez Canal,7,12,8,0,9,27,36,288792,770427,21047,0,731651,1080266,1811918,2217
2025/01/24,2025,1,24,chokepoint1,Suez Canal,14,6,6,2,13,28,41,287585,272108,72641,1218,627906,633554,1261461,2218
2025/01/25,2025,1,25,chokepoint1,Suez Canal,10,10,6,0,12,26,38,152097,202374,25115,0,572079,379586,951665,2219
2025/01/26,2025,1,26,chokepoint1,Suez Canal,9,10,6,1,11,26,37,132866,496851,36367,0,412992,666085,1079078,2220
2025/01/27,2025,1,27,chokepoint1,Suez Canal,8,11,3,0,17,22,39,90922,631450,36318,0,657555,758691,1416246,2221
2025/01/28,2025,1,28,chokepoint1,Suez Canal,7,11,5,0,17,23,40,117937,375263,39330,0,502212,532531,1034744,2222
2025/01/29,2025,1,29,chokepoint1,Suez Canal,15,15,4,1,10,35,45,272068,808287,18527,0,577128,1098883,1676011,2223
2025/01/30,2025,1,30,chokepoint1,Suez Canal,5,10,4,0,11,19,30,175621,271796,20728,0,519870,468147,988018,2224
2025/01/31,2025,1,31,chokepoint1,Suez Canal,10,7,4,0,21,21,42,253220,375242,11266,0,985397,639728,1625126,2225
2025/02/01,2025,2,1,chokepoint1,Suez Canal,10,3,1,0,10,14,24,107321,84094,1823,0,406061,193238,599300,2226
2025/02/02,2025,2,2,chokepoint1,Suez Canal,13,3,6,0,14,22,36,259722,124343,47847,0,641690,431912,1073603,2227
2025/02/03,2025,2,3,chokepoint1,Suez Canal,13,5,3,1,8,22,30,350838,273516,5203,1535,435180,631094,1066275,2228
2025/02/04,2025,2,4,chokepoint1,Suez Canal,9,12,2,2,4,25,29,319932,566392,5846,9345,166383,901516,1067900,2229
2025/02/05,2025,2,5,chokepoint1,Suez Canal,8,9,0,0,15,17,32,122013,530940,0,0,737486,652954,1390440,2230
2025/02/06,2025,2,6,chokepoint1,Suez Canal,8,9,2,0,11,19,30,111620,731051,2720,0,466198,845392,1311590,2231
2025/02/07,2025,2,7,chokepoint1,Suez Canal,7,14,2,0,7,23,30,133938,443791,7502,0,238364,585232,823597,2232
2025/02/08,2025,2,8,chokepoint1,Suez Canal,10,2,2,0,7,14,21,272378,109054,7289,0,342437,388722,731160,2233
2025/02/09,2025,2,9,chokepoint1,Suez Canal,9,8,8,0,20,25,45,222055,462594,55381,0,727818,740031,1467850,2234
2025/02/10,2025,2,10,chokepoint1,Suez Canal,9,15,4,0,13,28,41,138981,1168733,11039,0,822212,1318754,2140966,2235
2025/02/11,2025,2,11,chokepoint1,Suez Canal,11,7,4,0,16,22,38,384826,212264,23695,0,732384,620786,1353171,2236
2025/02/12,2025,2,12,chokepoint1,Suez Canal,9,15,4,2,12,30,42,290095,754478,32437,947,342740,1077959,1420700,2237
2025/02/13,2025,2,13,chokepoint1,Suez Canal,14,11,5,0,12,30,42,289968,263482,10056,0,327885,563507,891393,2238
2025/02/14,2025,2,14,chokepoint1,Suez Canal,13,5,3,0,14,21,35,175498,223264,7562,0,430361,406326,836688,2239
2025/02/15,2025,2,15,chokepoint1,Suez Canal,7,10,4,0,10,21,31,221723,776675,34451,0,358817,1032850,1391667,2240
2025/02/16,2025,2,16,chokepoint1,Suez Canal,5,5,6,0,20,16,36,68066,122408,57452,0,938638,247926,1186564,2241
2025/02/17,2025,2,17,chokepoint1,Suez Canal,11,6,4,0,12,21,33,176769,205789,5467,0,643799,388027,1031826,2242
2025/02/18,2025,2,18,chokepoint1,Suez Canal,7,9,2,1,17,19,36,136660,497247,17892,4660,959963,656461,1616424,2243
2025/02/19,2025,2,19,chokepoint1,Suez Canal,13,10,3,1,13,27,40,379319,593742,8085,3828,149271,984975,1134247,2244
2025/02/20,2025,2,20,chokepoint1,Suez Canal,8,7,6,2,9,23,32,190809,270132,37006,0,174343,497948,672292,2245
2025/02/21,2025,2,21,chokepoint1,Suez Canal,12,4,4,1,14,21,35,189827,189000,41530,0,771114,420357,1191472,2246
2025/02/22,2025,2,22,chokepoint1,Suez Canal,8,8,4,0,12,20,32,86106,413647,54422,0,430580,554175,984756,2247
2025/02/23,2025,2,23,chokepoint1,Suez Canal,7,7,3,0,10,17,27,212692,254072,21990,0,638795,488755,1127550,2248
2025/02/24,2025,2,24,chokepoint1,Suez Canal,7,7,5,0,14,19,33,164155,299528,40028,0,425847,503711,929559,2249
2025/02/25,2025,2,25,chokepoint1,Suez Canal,7,8,3,0,16,18,34,173882,533824,5144,0,656708,712850,1369558,2250
2025/02/26,2025,2,26,chokepoint1,Suez Canal,7,9,8,0,12,24,36,147014,465880,43839,0,522545,656735,1179280,2251
2025/02/27,2025,2,27,chokepoint1,Suez Canal,9,12,10,0,10,31,41,246264,1024773,51561,0,233637,1322598,1556236,2252
2025/02/28,2025,2,28,chokepoint1,Suez Canal,12,13,0,0,10,25,35,230369,839170,0,0,380807,1069540,1450348,2253
2025/03/01,2025,3,1,chokepoint1,Suez Canal,7,11,2,0,12,20,32,85466,492121,4324,0,356179,581912,938092,2254
2025/03/02,2025,3,2,chokepoint1,Suez Canal,8,9,5,0,13,22,35,178853,396279,27937,0,926168,603070,1529239,2255
2025/03/03,2025,3,3,chokepoint1,Suez Canal,8,7,6,2,12,23,35,261593,312482,48985,3218,404942,626280,1031223,2256
2025/03/04,2025,3,4,chokepoint1,Suez Canal,11,11,6,1,21,29,50,361840,544004,24738,0,1087945,930582,2018528,2257
2025/03/05,2025,3,5,chokepoint1,Suez Canal,6,11,2,2,10,21,31,68550,520347,20973,4289,537125,614161,1151287,2258
2025/03/06,2025,3,6,chokepoint1,Suez Canal,8,6,3,0,13,17,30,216455,227612,11400,0,456605,455468,912073,2259
2025/03/07,2025,3,7,chokepoint1,Suez Canal,15,8,3,1,19,27,46,316680,197563,7101,0,678631,521345,1199976,2260
2025/03/08,2025,3,8,chokepoint1,Suez Canal,8,14,4,2,9,28,37,149357,1311239,7096,0,705121,1467692,2172814,2261
2025/03/09,2025,3,9,chokepoint1,Suez Canal,7,13,2,1,11,23,34,112182,748999,1909,0,608428,863090,1471519,2262
2025/03/10,2025,3,10,chokepoint1,Suez Canal,11,6,2,0,15,19,34,142061,259698,17289,0,583833,419049,1002882,2263
2025/03/11,2025,3,11,chokepoint1,Suez Canal,8,5,4,0,21,17,38,272905,311051,47657,0,1593030,631613,2224644,2264
2025/03/12,2025,3,12,chokepoint1,Suez Canal,13,6,5,1,9,25,34,285601,331554,9354,916,667434,627426,1294861,2265
2025/03/13,2025,3,13,chokepoint1,Suez Canal,13,8,6,2,13,29,42,239532,426381,17317,0,434759,683231,1117991,2266
2025/03/14,2025,3,14,chokepoint1,Suez Canal,7,7,4,2,13,20,33,179856,347289,21751,0,947919,548897,1496816,2267
2025/03/15,2025,3,15,chokepoint1,Suez Canal,9,12,5,0,11,26,37,222161,603571,67643,0,811615,893376,1704992,2268
2025/03/16,2025,3,16,chokepoint1,Suez Canal,10,12,6,1,21,29,50,150302,201176,46776,9044,1081485,407300,1488786,2269
2025/03/17,2025,3,17,chokepoint1,Suez Canal,9,6,5,1,16,21,37,168697,210271,24885,0,857049,403854,1260904,2270
2025/03/18,2025,3,18,chokepoint1,Suez Canal,9,7,3,1,9,20,29,213674,259771,13245,0,378489,486691,865180,2271
2025/03/19,2025,3,19,chokepoint1,Suez Canal,4,8,1,0,14,13,27,76048,398988,742,0,561102,475780,1036882,2272
2025/03/20,2025,3,20,chokepoint1,Suez Canal,5,12,4,2,13,23,36,101169,678854,18711,3583,740542,802318,1542861,2273
2025/03/21,2025,3,21,chokepoint1,Suez Canal,10,10,4,1,17,25,42,172159,605665,10881,0,701435,788706,1490141,2274
2025/03/22,2025,3,22,chokepoint1,Suez Canal,7,11,7,2,13,27,40,169588,526457,19312,10522,562351,725880,1288232,2275
2025/03/23,2025,3,23,chokepoint1,Suez Canal,10,15,5,0,15,30,45,263046,622611,6542,0,525251,892200,1417451,2276
2025/03/24,2025,3,24,chokepoint1,Suez Canal,5,13,4,0,19,22,41,87478,688728,4677,0,985250,780884,1766134,2277
2025/03/25,2025,3,25,chokepoint1,Suez Canal,8,7,4,0,13,19,32,230999,350870,7763,0,440761,589633,1030395,2278
2025/03/26,2025,3,26,chokepoint1,Suez Canal,11,10,3,0,17,24,41,349180,624854,15211,0,793633,989246,1782879,2279
2025/03/27,2025,3,27,chokepoint1,Suez Canal,9,5,3,0,17,17,34,145386,287067,45313,0,829742,477767,1307509,2280
2025/03/28,2025,3,28,chokepoint1,Suez Canal,11,11,3,1,24,26,50,176955,823977,75739,1102,776397,1077775,1854173,2281
2025/03/29,2025,3,29,chokepoint1,Suez Canal,7,5,3,0,13,15,28,203043,198314,41686,0,362366,443044,805410,2282
2025/03/30,2025,3,30,chokepoint1,Suez Canal,7,11,4,0,19,22,41,204854,509440,29333,0,613995,743628,1357623,2283
2025/03/31,2025,3,31,chokepoint1,Suez Canal,8,9,4,2,12,23,35,130171,629659,30018,0,789193,789849,1579042,2284
2025/04/01,2025,4,1,chokepoint1,Suez Canal,11,11,2,0,13,24,37,132721,617843,4149,0,749552,754714,1504266,2285
2025/04/02,2025,4,2,chokepoint1,Suez Canal,12,7,2,1,14,22,36,257925,200992,3356,0,451539,462274,913814,2286
2025/04/03,2025,4,3,chokepoint1,Suez Canal,12,13,4,0,14,29,43,198614,807045,24536,0,814197,1030195,1844393,2287
2025/04/04,2025,4,4,chokepoint1,Suez Canal,13,8,1,1,19,23,42,160534,336783,746,2293,789921,500357,1290278,2288
2025/04/05,2025,4,5,chokepoint1,Suez Canal,7,10,6,1,15,24,39,182982,514696,22773,0,708756,720453,1429209,2289
2025/04/06,2025,4,6,chokepoint1,Suez Canal,4,8,4,1,8,17,25,166342,444889,44467,1838,66607,657539,724146,2290
2025/04/07,2025,4,7,chokepoint1,Suez Canal,10,4,3,0,14,17,31,295963,207017,7636,0,562798,510617,1073415,2291
2025/04/08,2025,4,8,chokepoint1,Suez Canal,7,5,4,1,11,17,28,118185,492614,19569,0,594780,630369,1225149,2292
2025/04/09,2025,4,9,chokepoint1,Suez Canal,7,11,4,0,16,22,38,238468,439059,14848,0,809743,692376,1502119,2293
2025/04/10,2025,4,10,chokepoint1,Suez Canal,14,14,3,0,17,31,48,355859,724849,9088,0,771600,1089797,1861398,2294
2025/04/11,2025,4,11,chokepoint1,Suez Canal,9,10,3,0,16,22,38,145251,408523,12910,0,1067134,566686,1633820,2295
2025/04/12,2025,4,12,chokepoint1,Suez Canal,4,11,7,1,17,23,40,59326,788400,56815,0,641561,904541,1546103,2296
2025/04/13,2025,4,13,chokepoint1,Suez Canal,10,11,5,1,25,27,52,219034,558175,46596,1095,1249586,824902,2074489,2297
2025/04/14,2025,4,14,chokepoint1,Suez Canal,11,5,5,2,12,23,35,293499,262498,26744,6492,466409,589234,1055644,2298
2025/04/15,2025,4,15,chokepoint1,Suez Canal,3,8,6,0,11,17,28,66227,390855,10591,0,631130,467673,1098804,2299
2025/04/16,2025,4,16,chokepoint1,Suez Canal,10,7,6,0,17,23,40,156585,246243,48305,0,1180657,451134,1631792,2300
2025/04/17,2025,4,17,chokepoint1,Suez Canal,14,7,4,2,13,27,40,309288,356404,30630,4912,682366,701236,1383602,2301
2025/04/18,2025,4,18,chokepoint1,Suez Canal,11,7,4,1,22,23,45,84660,245865,6949,900,664726,338376,1003102,2302
2025/04/19,2025,4,19,chokepoint1,Suez Canal,6,7,2,0,15,15,30,78694,219655,15266,0,610534,313617,924151,2303
2025/04/20,2025,4,20,chokepoint1,Suez Canal,8,8,3,0,12,19,31,196677,454932,9431,0,642579,661040,1303620,2304
2025/04/21,2025,4,21,chokepoint1,Suez Canal,11,13,3,1,10,28,38,196388,741303,16014,3359,432494,957066,1389561,2305
2025/04/22,2025,4,22,chokepoint1,Suez Canal,10,9,6,3,12,28,40,285528,481565,8547,2768,434115,778409,1212525,2306
2025/04/23,2025,4,23,chokepoint1,Suez Canal,9,11,4,1,14,25,39,297417,645697,38186,2502,449632,983803,1433436,2307
2025/04/24,2025,4,24,chokepoint1,Suez Canal,9,9,3,0,13,21,34,222089,365885,3223,0,531838,591198,1123037,2308
2025/04/25,2025,4,25,chokepoint1,Suez Canal,9,12,3,0,16,24,40,116782,520861,9400,0,726048,647043,1373092,2309
2025/04/26,2025,4,26,chokepoint1,Suez Canal,11,6,3,1,9,21,30,160636,311123,12877,5677,422538,490315,912853,2310
2025/04/27,2025,4,27,chokepoint1,Suez Canal,7,8,8,0,11,23,34,144773,292882,40333,0,765872,477988,1243861,2311
2025/04/28,2025,4,28,chokepoint1,Suez Canal,7,9,6,1,10,23,33,97777,246656,59270,6056,361922,409761,771683,2312
2025/04/29,2025,4,29,chokepoint1,Suez Canal,12,15,6,2,24,35,59,156298,919124,36868,0,1015965,1112290,2128256,2313
2025/04/30,2025,4,30,chokepoint1,Suez Canal,3,2,2,0,11,7,18,14374,168218,3838,0,472180,186431,658612,2314
2025/05/01,2025,5,1,chokepoint1,Suez Canal,15,8,4,1,23,28,51,309622,505904,22363,6056,1408217,843946,2252164,2315
2025/05/02,2025,5,2,chokepoint1,Suez Canal,8,12,3,2,10,25,35,132791,585276,22286,4442,662776,744797,1407573,2316
2025/05/03,2025,5,3,chokepoint1,Suez Canal,8,8,7,0,10,23,33,123694,572600,59757,0,479949,756051,1236001,2317
2025/05/04,2025,5,4,chokepoint1,Suez Canal,7,9,2,0,8,18,26,154200,480376,387,0,330518,634964,965482,2318
2025/05/05,2025,5,5,chokepoint1,Suez Canal,9,8,4,1,13,22,35,215768,378369,32452,3556,408209,630146,1038355,2319
2025/05/06,2025,5,6,chokepoint1,Suez Canal,10,6,7,0,12,23,35,387168,139292,34233,0,444521,560694,1005215,2320
2025/05/07,2025,5,7,chokepoint1,Suez Canal,11,8,4,0,9,23,32,291617,157536,40798,0,402614,489952,892567,2321
2025/05/08,2025,5,8,chokepoint1,Suez Canal,11,10,0,1,17,22,39,188149,472955,0,0,633604,661105,1294709,2322
2025/05/09,2025,5,9,chokepoint1,Suez Canal,12,6,4,0,9,22,31,150688,116781,10922,0,737822,278392,1016215,2323
2025/05/10,2025,5,10,chokepoint1,Suez Canal,10,8,2,0,22,20,42,194089,644228,4880,0,964727,843198,1807926,2324
2025/05/11,2025,5,11,chokepoint1,Suez Canal,3,6,2,3,13,14,27,64069,188319,14169,7038,346130,273596,619727,2325
2025/05/12,2025,5,12,chokepoint1,Suez Canal,5,5,4,1,9,15,24,161980,307867,17564,0,412311,487412,899724,2326
2025/05/13,2025,5,13,chokepoint1,Suez Canal,11,13,3,1,13,28,41,228963,666668,10834,0,350597,906466,1257064,2327
2025/05/14,2025,5,14,chokepoint1,Suez Canal,8,15,4,0,15,27,42,165642,674231,22900,0,1195346,862774,2058121,2328
2025/05/15,2025,5,15,chokepoint1,Suez Canal,12,14,5,2,16,33,49,160965,660190,47694,0,728812,868851,1597663,2329
2025/05/16,2025,5,16,chokepoint1,Suez Canal,14,11,5,1,14,31,45,209436,636384,41759,5668,666158,893249,1559407,2330
2025/05/17,2025,5,17,chokepoint1,Suez Canal,6,6,5,0,18,17,35,131869,361603,16227,0,1005666,509699,1515366,2331
2025/05/18,2025,5,18,chokepoint1,Suez Canal,16,9,2,1,10,28,38,252687,590613,14660,0,412596,857960,1270557,2332
2025/05/19,2025,5,19,chokepoint1,Suez Canal,9,8,2,0,11,19,30,153111,453377,23503,0,681901,629992,1311894,2333
2025/05/20,2025,5,20,chokepoint1,Suez Canal,9,12,4,1,24,26,50,280587,455392,31728,4604,1252320,772313,2024633,2334
2025/05/21,2025,5,21,chokepoint1,Suez Canal,9,7,2,1,17,19,36,211431,326918,39368,0,983014,577718,1560732,2335
2025/05/22,2025,5,22,chokepoint1,Suez Canal,7,2,3,0,15,12,27,208137,105833,35849,0,247013,349820,596833,2336
2025/05/23,2025,5,23,chokepoint1,Suez Canal,8,7,7,1,14,23,37,120152,207321,62096,1703,945662,391273,1336936,2337
2025/05/24,2025,5,24,chokepoint1,Suez Canal,8,12,2,0,21,22,43,196127,634774,11610,0,859566,842512,1702078,2338
2025/05/25,2025,5,25,chokepoint1,Suez Canal,10,14,4,0,17,28,45,136178,650880,5419,0,582854,792479,1375333,2339
2025/05/26,2025,5,26,chokepoint1,Suez Canal,9,7,3,1,10,20,30,255907,385836,8444,0,338319,650189,988508,2340
2025/05/27,2025,5,27,chokepoint1,Suez Canal,10,12,1,0,11,23,34,109542,543963,7429,0,613790,660935,1274725,2341
2025/05/28,2025,5,28,chokepoint1,Suez Canal,8,8,4,0,9,20,29,297895,316805,30738,0,313122,645439,958561,2342
2025/05/29,2025,5,29,chokepoint1,Suez Canal,10,9,5,2,18,26,44,204986,348026,31752,3139,700368,587903,1288272,2343
2025/05/30,2025,5,30,chokepoint1,Suez Canal,6,7,5,1,21,19,40,74588,292823,77248,0,1000851,444660,1445511,2344
2025/05/31,2025,5,31,chokepoint1,Suez Canal,9,12,3,0,18,24,42,224298,658665,21578,0,1018299,904542,1922841,2345
2025/06/01,2025,6,1,chokepoint1,Suez Canal,10,11,3,1,12,25,37,256130,776800,42118,5042,567368,1080092,1647461,2346
2025/06/02,2025,6,2,chokepoint1,Suez Canal,10,5,5,0,13,20,33,254694,353766,29771,0,837551,638231,1475783,2347
2025/06/03,2025,6,3,chokepoint1,Suez Canal,6,9,2,0,11,17,28,153067,197220,17432,0,358297,367720,726018,2348
2025/06/04,2025,6,4,chokepoint1,Suez Canal,7,9,4,1,14,21,35,133708,395545,19265,0,587127,548519,1135646,2349
2025/06/05,2025,6,5,chokepoint1,Suez Canal,11,4,6,4,8,25,33,180685,273162,14562,6492,331757,474903,806660,2350
2025/06/06,2025,6,6,chokepoint1,Suez Canal,14,3,5,0,18,22,40,303597,155275,7957,0,833719,466830,1300550,2351
2025/06/07,2025,6,7,chokepoint1,Suez Canal,10,8,2,0,14,20,34,114125,260605,3029,0,861440,377759,1239200,2352
2025/06/08,2025,6,8,chokepoint1,Suez Canal,8,9,5,0,15,22,37,179780,368035,18527,0,630417,566343,1196760,2353
2025/06/09,2025,6,9,chokepoint1,Suez Canal,9,12,1,0,18,22,40,133996,501761,1676,0,965786,637434,1603221,2354
2025/06/10,2025,6,10,chokepoint1,Suez Canal,7,12,2,0,16,21,37,245989,641177,2963,0,362358,890129,1252488,2355
2025/06/11,2025,6,11,chokepoint1,Suez Canal,12,7,8,3,17,30,47,233611,280301,31290,0,779351,545203,1324555,2356
2025/06/12,2025,6,12,chokepoint1,Suez Canal,10,8,5,0,15,23,38,221165,425734,22514,0,723051,669414,1392466,2357
2025/06/13,2025,6,13,chokepoint1,Suez Canal,10,9,3,0,20,22,42,129418,534132,12114,0,999916,675665,1675581,2358
2025/06/14,2025,6,14,chokepoint1,Suez Canal,7,7,4,0,17,18,35,141018,428484,5478,0,383292,574982,958274,2359
2025/06/15,2025,6,15,chokepoint1,Suez Canal,13,8,5,0,16,26,42,208631,237982,44019,0,636926,490632,1127559,2360
2025/06/16,2025,6,16,chokepoint1,Suez Canal,9,5,4,0,12,18,30,112024,187719,5994,0,523382,305738,829120,2361
2025/06/17,2025,6,17,chokepoint1,Suez Canal,9,12,9,0,15,30,45,280632,518079,64928,0,876154,863640,1739795,2362
2025/06/18,2025,6,18,chokepoint1,Suez Canal,8,16,4,0,16,28,44,310935,534165,29974,0,656682,875075,1531757,2363
2025/06/19,2025,6,19,chokepoint1,Suez Canal,8,12,4,2,8,26,34,145268,475677,10791,15100,216305,646838,863143,2364
2025/06/20,2025,6,20,chokepoint1,Suez Canal,10,6,8,0,11,24,35,221111,207036,66650,0,689181,494797,1183979,2365
2025/06/21,2025,6,21,chokepoint1,Suez Canal,10,6,2,0,18,18,36,163303,302574,4868,0,804047,470745,1274793,2366
2025/06/22,2025,6,22,chokepoint1,Suez Canal,9,6,2,1,16,18,34,175714,236738,19013,4289,619224,435755,1054980,2367
2025/06/23,2025,6,23,chokepoint1,Suez Canal,5,9,4,0,9,18,27,52885,314051,8563,0,434105,375500,809606,2368
2025/06/24,2025,6,24,chokepoint1,Suez Canal,9,7,3,1,15,20,35,333168,414170,26958,2768,547036,777065,1324102,2369
2025/06/25,2025,6,25,chokepoint1,Suez Canal,4,4,3,1,16,12,28,191211,126044,3294,0,379313,320551,699864,2370
2025/06/26,2025,6,26,chokepoint1,Suez Canal,12,5,1,1,19,19,38,189125,393304,28278,6492,829782,617201,1446983,2371
2025/06/27,2025,6,27,chokepoint1,Suez Canal,12,11,3,1,20,27,47,271063,712265,9411,6621,850072,999362,1849435,2372
2025/06/28,2025,6,28,chokepoint1,Suez Canal,6,9,5,2,13,22,35,142825,276224,22098,4922,694136,446071,1140207,2373
2025/06/29,2025,6,29,chokepoint1,Suez Canal,10,11,6,0,10,27,37,284886,384031,34002,0,552393,702920,1255313,2374
2025/06/30,2025,6,30,chokepoint1,Suez Canal,11,6,5,1,14,23,37,112248,222691,32837,5173,638193,372951,1011144,2375
2025/07/01,2025,7,1,chokepoint1,Suez Canal,6,10,3,1,16,20,36,184200,470759,2779,0,802872,657739,1460612,2376
2025/07/02,2025,7,2,chokepoint1,Suez Canal,8,11,3,1,15,23,38,196219,352795,48961,0,984798,597975,1582774,2377
2025/07/03,2025,7,3,chokepoint1,Suez Canal,11,8,5,0,16,24,40,173270,416732,10081,0,762562,600084,1362647,2378
2025/07/04,2025,7,4,chokepoint1,Suez Canal,7,9,1,1,11,18,29,119947,612162,5921,2160,540516,740192,1280708,2379
2025/07/05,2025,7,5,chokepoint1,Suez Canal,4,11,6,0,15,21,36,41436,534085,45889,0,666142,621412,1287555,2380
2025/07/06,2025,7,6,chokepoint1,Suez Canal,9,9,5,2,21,25,46,202662,281969,15919,3311,1009516,503863,1513379,2381
2025/07/07,2025,7,7,chokepoint1,Suez Canal,13,7,6,0,18,26,44,347047,254451,29552,0,1006322,631052,1637375,2382
2025/07/08,2025,7,8,chokepoint1,Suez Canal,8,14,4,0,11,26,37,165378,789828,3708,0,677480,958915,1636396,2383
2025/07/09,2025,7,9,chokepoint1,Suez Canal,10,7,9,0,19,26,45,227789,338692,56559,0,940691,623042,1563733,2384
2025/07/10,2025,7,10,chokepoint1,Suez Canal,8,8,8,0,16,24,40,197951,534827,39034,0,848882,771813,1620695,2385
2025/07/11,2025,7,11,chokepoint1,Suez Canal,11,3,3,0,20,17,37,138473,166906,14228,0,801253,319608,1120862,2386
