date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020/09/26,2020,9,26,chokepoint1,Suez Canal,18,12,3,2,16,35,51,1175322,884892,11665,18403,824912,2090283,2915196,635
2020/09/27,2020,9,27,chokepoint1,Suez Canal,12,19,7,1,12,39,51,830567,978519,24871,0,476985,1833959,2310944,636
2020/09/28,2020,9,28,chokepoint1,Suez Canal,14,9,1,2,14,26,40,999800,459457,1776,4464,621397,1465498,2086896,637
2020/09/29,2020,9,29,chokepoint1,Suez Canal,12,18,3,2,19,35,54,654249,806852,6810,8048,724875,1475961,2200837,638
2020/09/30,2020,9,30,chokepoint1,Suez Canal,18,12,2,5,9,37,46,1206808,919788,7185,28765,399539,2162548,2562088,639
2020/10/01,2020,10,1,chokepoint1,Suez Canal,22,17,5,1,11,45,56,1183799,859936,31525,4869,175418,2080131,2255550,640
2020/10/02,2020,10,2,chokepoint1,Suez Canal,17,16,4,2,9,39,48,908901,594904,13018,12237,330347,1529061,1859408,641
2020/10/03,2020,10,3,chokepoint1,Suez Canal,20,9,5,5,14,39,53,1512657,331547,5642,23119,566888,1872967,2439855,642
2020/10/04,2020,10,4,chokepoint1,Suez Canal,12,20,11,2,19,45,64,621706,857449,31629,3870,805377,1514655,2320033,643
2020/10/05,2020,10,5,chokepoint1,Suez Canal,21,17,5,1,13,44,57,1277475,1029531,53054,5044,372099,2365106,2737205,644
2020/10/06,2020,10,6,chokepoint1,Suez Canal,13,16,6,2,20,37,57,784679,970955,22374,20387,807100,1798396,2605496,645
2020/10/07,2020,10,7,chokepoint1,Suez Canal,18,11,4,5,17,38,55,1189979,578414,15940,22432,594676,1806766,2401443,646
2020/10/08,2020,10,8,chokepoint1,Suez Canal,14,19,9,4,11,46,57,724864,823090,19034,13607,729867,1580596,2310464,647
2020/10/09,2020,10,9,chokepoint1,Suez Canal,22,8,4,1,10,35,45,1658656,297141,13608,4865,99909,1974271,2074181,648
2020/10/10,2020,10,10,chokepoint1,Suez Canal,10,17,3,5,16,35,51,627195,458641,24657,17416,448472,1127911,1576383,649
2020/10/11,2020,10,11,chokepoint1,Suez Canal,20,12,5,5,16,42,58,1245956,755035,18580,12954,536695,2032526,2569222,650
2020/10/12,2020,10,12,chokepoint1,Suez Canal,15,17,2,4,8,38,46,953473,576061,4166,14449,343587,1548151,1891739,651
2020/10/13,2020,10,13,chokepoint1,Suez Canal,13,22,5,2,14,42,56,782707,994976,15393,0,491817,1793077,2284895,652
2020/10/14,2020,10,14,chokepoint1,Suez Canal,21,14,7,5,12,47,59,1296865,535149,22379,23736,638408,1878130,2516539,653
2020/10/15,2020,10,15,chokepoint1,Suez Canal,15,10,12,0,17,37,54,926924,457583,58801,0,691052,1443309,2134362,654
2020/10/16,2020,10,16,chokepoint1,Suez Canal,17,7,0,3,8,27,35,1070419,445482,0,18786,328681,1534687,1863368,655
2020/10/17,2020,10,17,chokepoint1,Suez Canal,15,13,9,1,11,38,49,927818,719042,35151,0,421510,1682012,2103522,656
2020/10/18,2020,10,18,chokepoint1,Suez Canal,11,18,4,2,8,35,43,813704,1006460,8455,10323,210874,1838943,2049817,657
2020/10/19,2020,10,19,chokepoint1,Suez Canal,22,16,4,1,9,43,52,1430542,913365,11075,3985,592956,2358969,2951926,658
2020/10/20,2020,10,20,chokepoint1,Suez Canal,20,14,6,1,18,41,59,1188981,1033341,18383,0,613129,2240705,2853835,659
2020/10/21,2020,10,21,chokepoint1,Suez Canal,16,20,2,4,12,42,54,829141,686508,4389,18268,826656,1538308,2364964,660
2020/10/22,2020,10,22,chokepoint1,Suez Canal,17,16,2,2,12,37,49,865848,738688,9472,7185,812188,1621195,2433383,661
2020/10/23,2020,10,23,chokepoint1,Suez Canal,16,16,7,3,14,42,56,1285259,603851,9143,17411,623203,1915667,2538870,662
2020/10/24,2020,10,24,chokepoint1,Suez Canal,19,17,4,3,11,43,54,1195162,735863,15751,9401,438699,1956178,2394878,663
2020/10/25,2020,10,25,chokepoint1,Suez Canal,19,12,3,2,16,36,52,1266158,593834,14101,7244,803965,1881339,2685304,664
2020/10/26,2020,10,26,chokepoint1,Suez Canal,14,16,3,2,13,35,48,863874,916701,12747,13396,457235,1806719,2263955,665
2020/10/27,2020,10,27,chokepoint1,Suez Canal,11,23,5,2,15,41,56,736396,877861,46866,9400,974625,1670524,2645149,666
2020/10/28,2020,10,28,chokepoint1,Suez Canal,23,14,2,3,17,42,59,1341175,953135,12114,4280,801036,2310705,3111741,667
2020/10/29,2020,10,29,chokepoint1,Suez Canal,19,19,6,2,14,46,60,797297,548157,23535,11428,700221,1380419,2080641,668
2020/10/30,2020,10,30,chokepoint1,Suez Canal,22,11,13,2,13,48,61,1670225,688381,37401,6166,283342,2402176,2685518,669
2020/10/31,2020,10,31,chokepoint1,Suez Canal,15,28,5,1,8,49,57,1024730,616391,14627,5380,338759,1661130,1999889,670
2020/11/01,2020,11,1,chokepoint1,Suez Canal,17,12,1,4,12,34,46,1010955,726779,3908,6921,580381,1748566,2328947,671
2020/11/02,2020,11,2,chokepoint1,Suez Canal,15,16,8,0,15,39,54,810756,596007,18978,0,450657,1425742,1876399,672
2020/11/03,2020,11,3,chokepoint1,Suez Canal,16,16,3,1,17,36,53,1088929,759688,6215,8919,949639,1863752,2813391,673
2020/11/04,2020,11,4,chokepoint1,Suez Canal,12,17,5,3,14,37,51,825490,635641,19816,11249,819491,1492197,2311688,674
2020/11/05,2020,11,5,chokepoint1,Suez Canal,15,22,5,1,15,43,58,936374,928808,6612,4119,545331,1875914,2421246,675
2020/11/06,2020,11,6,chokepoint1,Suez Canal,24,7,3,3,10,37,47,1629588,367118,41313,14879,686952,2052899,2739852,676
2020/11/07,2020,11,7,chokepoint1,Suez Canal,22,10,5,3,12,40,52,1398954,574449,19270,23870,387169,2016545,2403715,677
2020/11/08,2020,11,8,chokepoint1,Suez Canal,13,22,6,3,16,44,60,925854,974777,29991,27379,596516,1958003,2554520,678
2020/11/09,2020,11,9,chokepoint1,Suez Canal,15,23,7,3,17,48,65,676121,984552,38813,13592,488522,1713081,2201604,679
2020/11/10,2020,11,10,chokepoint1,Suez Canal,12,12,7,2,15,33,48,763367,567947,34758,7695,1036506,1373768,2410275,680
2020/11/11,2020,11,11,chokepoint1,Suez Canal,17,16,11,2,16,46,62,1035211,1030718,58123,5256,675637,2129310,2804948,681
2020/11/12,2020,11,12,chokepoint1,Suez Canal,18,12,4,2,12,36,48,1250138,537082,3519,5665,490029,1796405,2286435,682
2020/11/13,2020,11,13,chokepoint1,Suez Canal,14,15,9,1,15,39,54,871049,814419,47862,2779,568543,1736110,2304653,683
2020/11/14,2020,11,14,chokepoint1,Suez Canal,19,17,10,4,16,50,66,1125374,786358,43166,10549,567559,1965448,2533008,684
2020/11/15,2020,11,15,chokepoint1,Suez Canal,15,14,9,3,12,41,53,1073389,587821,49841,12891,681356,1723943,2405300,685
2020/11/16,2020,11,16,chokepoint1,Suez Canal,14,12,7,3,16,36,52,757618,654435,17240,12695,584748,1441989,2026738,686
2020/11/17,2020,11,17,chokepoint1,Suez Canal,20,18,10,3,13,51,64,997470,1006442,57553,13617,691412,2075084,2766496,687
2020/11/18,2020,11,18,chokepoint1,Suez Canal,19,12,2,2,18,35,53,1555230,957935,7283,9618,853573,2530067,3383640,688
2020/11/19,2020,11,19,chokepoint1,Suez Canal,15,15,3,3,18,36,54,859157,698962,29738,11677,452470,1599535,2052005,689
2020/11/20,2020,11,20,chokepoint1,Suez Canal,16,14,5,0,21,35,56,1062813,617727,19065,0,1117130,1699606,2816737,690
2020/11/21,2020,11,21,chokepoint1,Suez Canal,22,24,1,1,15,48,63,1460997,1225881,1115,3221,691950,2691215,3383165,691
2020/11/22,2020,11,22,chokepoint1,Suez Canal,13,18,9,2,16,42,58,829992,821256,47934,8929,502188,1708112,2210301,692
2020/11/23,2020,11,23,chokepoint1,Suez Canal,18,17,3,5,9,43,52,1174119,955726,3322,22321,439174,2155491,2594666,693
2020/11/24,2020,11,24,chokepoint1,Suez Canal,15,7,4,3,10,29,39,957599,631985,3426,19239,652562,1612251,2264814,694
2020/11/25,2020,11,25,chokepoint1,Suez Canal,15,14,11,3,15,43,58,920168,577513,36044,12627,505473,1546354,2051827,695
2020/11/26,2020,11,26,chokepoint1,Suez Canal,21,8,6,1,11,36,47,1367097,560563,8996,0,457202,1936657,2393860,696
2020/11/27,2020,11,27,chokepoint1,Suez Canal,18,16,6,4,17,44,61,1142429,482214,15444,21253,374426,1661342,2035769,697
2020/11/28,2020,11,28,chokepoint1,Suez Canal,20,17,6,3,15,46,61,1226455,872717,14436,15570,557853,2129181,2687034,698
2020/11/29,2020,11,29,chokepoint1,Suez Canal,18,15,5,4,17,42,59,1102404,1049491,54101,15833,881198,2221830,3103029,699
2020/11/30,2020,11,30,chokepoint1,Suez Canal,18,6,5,3,12,32,44,1140240,486315,10590,14293,554921,1651439,2206361,700
2020/12/01,2020,12,1,chokepoint1,Suez Canal,10,14,3,0,16,27,43,605872,715954,8752,0,386100,1330579,1716680,701
2020/12/02,2020,12,2,chokepoint1,Suez Canal,14,23,5,3,10,45,55,1055571,986616,17571,6678,565613,2066438,2632051,702
2020/12/03,2020,12,3,chokepoint1,Suez Canal,19,6,4,2,13,31,44,1222985,360295,31229,11160,742924,1625671,2368595,703
2020/12/04,2020,12,4,chokepoint1,Suez Canal,19,19,6,0,22,44,66,1171466,813458,37350,0,703935,2022276,2726211,704
2020/12/05,2020,12,5,chokepoint1,Suez Canal,16,13,3,2,16,34,50,1188143,578852,302,12156,395764,1779455,2175220,705
2020/12/06,2020,12,6,chokepoint1,Suez Canal,16,14,5,2,14,37,51,1193550,859035,14489,805,691589,2067880,2759470,706
2020/12/07,2020,12,7,chokepoint1,Suez Canal,14,13,6,3,23,36,59,505139,632980,12660,8757,1084015,1159537,2243553,707
2020/12/08,2020,12,8,chokepoint1,Suez Canal,19,13,6,1,16,39,55,977168,900001,27012,5777,719983,1909959,2629942,708
2020/12/09,2020,12,9,chokepoint1,Suez Canal,13,8,9,2,21,32,53,1094518,358258,28809,18334,1229104,1499919,2729024,709
2020/12/10,2020,12,10,chokepoint1,Suez Canal,15,21,5,0,13,41,54,1115249,1229544,15324,0,495725,2360118,2855844,710
2020/12/11,2020,12,11,chokepoint1,Suez Canal,19,7,6,0,20,32,52,1435674,510365,28959,0,1418579,1974999,3393578,711
2020/12/12,2020,12,12,chokepoint1,Suez Canal,11,12,3,4,14,30,44,609127,340881,24465,15764,275226,990239,1265466,712
2020/12/13,2020,12,13,chokepoint1,Suez Canal,24,14,5,0,7,43,50,1248938,915848,11088,0,323656,2175876,2499533,713
2020/12/14,2020,12,14,chokepoint1,Suez Canal,21,12,1,4,16,38,54,1416201,651296,4250,19015,337476,2090764,2428241,714
2020/12/15,2020,12,15,chokepoint1,Suez Canal,17,10,4,2,14,33,47,1004307,446095,29305,6697,667973,1486406,2154379,715
2020/12/16,2020,12,16,chokepoint1,Suez Canal,9,16,9,2,12,36,48,606970,477541,10103,4050,434977,1098666,1533643,716
2020/12/17,2020,12,17,chokepoint1,Suez Canal,19,24,3,3,11,49,60,1513738,1444366,27890,11732,290055,2997727,3287782,717
2020/12/18,2020,12,18,chokepoint1,Suez Canal,14,10,8,2,15,34,49,1053214,615563,24549,9416,681498,1702744,2384243,718
2020/12/19,2020,12,19,chokepoint1,Suez Canal,18,14,8,2,20,42,62,1135713,801038,24216,17861,544984,1978830,2523815,719
2020/12/20,2020,12,20,chokepoint1,Suez Canal,20,8,3,3,19,34,53,1180671,612894,10023,19634,892617,1823223,2715841,720
2020/12/21,2020,12,21,chokepoint1,Suez Canal,18,18,7,2,12,45,57,1019801,784200,28876,8572,627813,1841451,2469264,721
2020/12/22,2020,12,22,chokepoint1,Suez Canal,16,14,4,3,14,37,51,969765,802473,7405,13021,651331,1792666,2443997,722
2020/12/23,2020,12,23,chokepoint1,Suez Canal,11,7,2,2,24,22,46,767670,428877,3562,7757,740973,1207867,1948840,723
2020/12/24,2020,12,24,chokepoint1,Suez Canal,17,14,8,3,11,42,53,1180083,552600,51089,15361,386572,1799133,2185706,724
2020/12/25,2020,12,25,chokepoint1,Suez Canal,18,16,7,2,19,43,62,1139795,798224,64822,16396,686758,2019239,2705997,725
2020/12/26,2020,12,26,chokepoint1,Suez Canal,14,14,4,2,18,34,52,916213,972363,23315,0,623596,1911893,2535489,726
2020/12/27,2020,12,27,chokepoint1,Suez Canal,13,15,4,3,17,35,52,983598,680774,14169,11559,864985,1690102,2555087,727
2020/12/28,2020,12,28,chokepoint1,Suez Canal,15,12,4,2,14,33,47,910643,948875,22738,6517,637883,1888775,2526658,728
2020/12/29,2020,12,29,chokepoint1,Suez Canal,18,11,3,2,11,34,45,1106295,610936,3602,11194,373323,1732029,2105352,729
2020/12/30,2020,12,30,chokepoint1,Suez Canal,12,13,9,1,16,35,51,863942,666085,15511,4812,522315,1550352,2072667,730
2020/12/31,2020,12,31,chokepoint1,Suez Canal,16,15,4,1,18,36,54,1048753,976896,41623,3748,626442,2071022,2697465,731
2021/01/01,2021,1,1,chokepoint1,Suez Canal,20,15,7,3,14,45,59,1419895,730580,19444,12480,510900,2182400,2693301,732
2021/01/02,2021,1,2,chokepoint1,Suez Canal,21,14,9,3,15,47,62,1075441,841142,61191,14816,684574,1992591,2677166,733
2021/01/03,2021,1,3,chokepoint1,Suez Canal,18,13,3,2,13,36,49,1022310,465861,20185,0,410464,1508357,1918821,734
2021/01/04,2021,1,4,chokepoint1,Suez Canal,16,19,2,5,13,42,55,938588,878411,5013,17109,448128,1839122,2287251,735
2021/01/05,2021,1,5,chokepoint1,Suez Canal,10,14,4,3,16,31,47,721776,803423,10273,4042,841828,1539516,2381345,736
2021/01/06,2021,1,6,chokepoint1,Suez Canal,13,14,4,2,19,33,52,718970,942156,26924,11532,919971,1699584,2619555,737
2021/01/07,2021,1,7,chokepoint1,Suez Canal,15,6,1,0,19,22,41,1099087,554319,972,0,1426653,1654379,3081033,738
2021/01/08,2021,1,8,chokepoint1,Suez Canal,22,19,1,6,16,48,64,1492097,865200,3908,35379,897335,2396587,3293922,739
2021/01/09,2021,1,9,chokepoint1,Suez Canal,16,18,5,1,17,40,57,1111236,892894,16859,5475,829642,2026466,2856109,740
2021/01/10,2021,1,10,chokepoint1,Suez Canal,16,14,4,4,22,38,60,1039808,750354,13176,18149,792463,1821488,2613952,741
2021/01/11,2021,1,11,chokepoint1,Suez Canal,16,8,3,0,22,27,49,1000555,538522,14433,0,853770,1553511,2407282,742
2021/01/12,2021,1,12,chokepoint1,Suez Canal,18,14,6,3,8,41,49,728793,671593,6693,8347,597711,1415428,2013139,743
2021/01/13,2021,1,13,chokepoint1,Suez Canal,18,15,4,1,12,38,50,892570,1008722,20680,3034,259163,1925007,2184171,744
2021/01/14,2021,1,14,chokepoint1,Suez Canal,13,12,8,4,14,37,51,963425,359666,26291,14770,580043,1364154,1944198,745
2021/01/15,2021,1,15,chokepoint1,Suez Canal,17,9,5,0,24,31,55,1066881,546564,13512,0,832098,1626958,2459056,746
2021/01/16,2021,1,16,chokepoint1,Suez Canal,13,12,4,2,22,31,53,774639,308376,62002,4860,544412,1149880,1694293,747
2021/01/17,2021,1,17,chokepoint1,Suez Canal,15,8,7,2,22,32,54,992891,743723,29828,5345,859893,1771788,2631682,748
2021/01/18,2021,1,18,chokepoint1,Suez Canal,11,15,6,3,14,35,49,540753,692910,20668,8590,911871,1262923,2174795,749
2021/01/19,2021,1,19,chokepoint1,Suez Canal,17,11,2,2,11,32,43,1024343,478902,5727,10428,540022,1519402,2059424,750
2021/01/20,2021,1,20,chokepoint1,Suez Canal,10,17,3,1,16,31,47,694256,968024,9695,0,668800,1671976,2340777,751
2021/01/21,2021,1,21,chokepoint1,Suez Canal,22,10,7,1,17,40,57,1234029,486216,55798,0,1133361,1776044,2909406,752
2021/01/22,2021,1,22,chokepoint1,Suez Canal,22,8,5,0,18,35,53,1412313,420799,6726,0,393574,1839838,2233412,753
2021/01/23,2021,1,23,chokepoint1,Suez Canal,16,13,4,0,13,33,46,931199,552309,12233,0,516668,1495743,2012411,754
2021/01/24,2021,1,24,chokepoint1,Suez Canal,21,15,8,2,22,46,68,1249204,736532,23109,3804,503640,2012651,2516291,755
2021/01/25,2021,1,25,chokepoint1,Suez Canal,16,15,3,3,17,37,54,877133,1073112,4296,22316,740367,1976859,2717226,756
2021/01/26,2021,1,26,chokepoint1,Suez Canal,15,7,5,2,19,29,48,1053867,163993,26432,10872,448858,1255165,1704023,757
2021/01/27,2021,1,27,chokepoint1,Suez Canal,16,9,4,3,11,32,43,862982,404951,23802,9980,412456,1301717,1714173,758
2021/01/28,2021,1,28,chokepoint1,Suez Canal,11,15,12,3,8,41,49,626243,605914,13344,2677,151579,1248179,1399759,759
2021/01/29,2021,1,29,chokepoint1,Suez Canal,21,13,6,3,18,43,61,1108292,320538,31190,7085,908220,1467106,2375327,760
2021/01/30,2021,1,30,chokepoint1,Suez Canal,18,12,4,5,14,39,53,1192584,896390,19213,23046,331569,2131236,2462805,761
2021/01/31,2021,1,31,chokepoint1,Suez Canal,11,10,7,2,16,30,46,821823,204963,51702,11619,592195,1090108,1682304,762
2021/02/01,2021,2,1,chokepoint1,Suez Canal,16,12,5,2,15,35,50,869893,684774,11256,17233,775897,1583157,2359055,763
2021/02/02,2021,2,2,chokepoint1,Suez Canal,24,8,1,1,16,34,50,1624134,621802,18045,0,527519,2263982,2791502,764
2021/02/03,2021,2,3,chokepoint1,Suez Canal,14,16,9,4,21,43,64,873908,618711,33383,13466,801072,1539470,2340542,765
2021/02/04,2021,2,4,chokepoint1,Suez Canal,14,17,3,2,21,36,57,754724,858765,9199,12791,1119652,1635481,2755133,766
2021/02/05,2021,2,5,chokepoint1,Suez Canal,27,12,4,2,21,45,66,1687474,441686,9389,16302,657297,2154853,2812150,767
2021/02/06,2021,2,6,chokepoint1,Suez Canal,10,8,8,0,14,26,40,665468,308203,52842,0,562144,1026514,1588658,768
2021/02/07,2021,2,7,chokepoint1,Suez Canal,13,8,6,2,14,29,43,644343,429966,14188,3459,965342,1091957,2057299,769
2021/02/08,2021,2,8,chokepoint1,Suez Canal,19,12,7,1,14,39,53,1157624,645773,36308,4551,444648,1844257,2288906,770
2021/02/09,2021,2,9,chokepoint1,Suez Canal,15,15,5,2,18,37,55,993971,307349,6405,10005,528915,1317731,1846646,771
2021/02/10,2021,2,10,chokepoint1,Suez Canal,17,22,7,2,17,48,65,1042914,1212101,32320,8704,676460,2296040,2972501,772
2021/02/11,2021,2,11,chokepoint1,Suez Canal,17,25,8,2,15,52,67,999916,1195315,31487,5475,805791,2232196,3037987,773
2021/02/12,2021,2,12,chokepoint1,Suez Canal,23,16,9,2,15,50,65,1813171,886401,61685,12639,381743,2773898,3155642,774
2021/02/13,2021,2,13,chokepoint1,Suez Canal,17,18,8,3,14,46,60,1297167,1302058,53964,24300,492721,2677490,3170212,775
2021/02/14,2021,2,14,chokepoint1,Suez Canal,11,18,4,6,16,39,55,820902,742445,56962,37287,290734,1657598,1948332,776
2021/02/15,2021,2,15,chokepoint1,Suez Canal,18,15,4,4,9,41,50,1253640,580095,7525,20763,407109,1862025,2269135,777
2021/02/16,2021,2,16,chokepoint1,Suez Canal,16,5,3,2,15,26,41,1001657,489621,9644,2429,962635,1503353,2465989,778
2021/02/17,2021,2,17,chokepoint1,Suez Canal,11,17,4,2,16,34,50,556171,977079,34060,3247,319080,1570558,1889638,779
2021/02/18,2021,2,18,chokepoint1,Suez Canal,18,14,5,4,18,41,59,1235940,702089,8433,12886,1137843,1959350,3097194,780
2021/02/19,2021,2,19,chokepoint1,Suez Canal,20,20,9,1,19,50,69,1109790,990628,32347,4407,876619,2137172,3013792,781
2021/02/20,2021,2,20,chokepoint1,Suez Canal,19,14,7,3,23,43,66,1011852,789806,97611,13173,1156273,1912444,3068717,782
2021/02/21,2021,2,21,chokepoint1,Suez Canal,17,12,4,0,14,33,47,1087095,506172,9590,0,754887,1602857,2357745,783
2021/02/22,2021,2,22,chokepoint1,Suez Canal,8,13,6,2,25,29,54,266353,566607,49914,15754,1928200,898630,2826831,784
2021/02/23,2021,2,23,chokepoint1,Suez Canal,21,13,5,2,21,41,62,1353552,550008,30342,4942,545750,1938845,2484595,785
2021/02/24,2021,2,24,chokepoint1,Suez Canal,15,15,3,3,14,36,50,840674,1101265,10107,16135,966709,1968182,2934892,786
2021/02/25,2021,2,25,chokepoint1,Suez Canal,14,18,13,4,16,49,65,1142728,730810,46524,23061,785357,1943124,2728481,787
2021/02/26,2021,2,26,chokepoint1,Suez Canal,19,19,4,5,18,47,65,1010022,1070280,34826,15963,857172,2131092,2988265,788
2021/02/27,2021,2,27,chokepoint1,Suez Canal,16,10,5,1,11,32,43,921946,585967,10797,6388,296521,1525099,1821621,789
2021/02/28,2021,2,28,chokepoint1,Suez Canal,17,25,8,2,12,52,64,999517,1364800,35914,12460,487776,2412693,2900469,790
2021/03/01,2021,3,1,chokepoint1,Suez Canal,23,12,9,4,16,48,64,1382743,661206,10123,16985,807625,2071059,2878685,791
2021/03/02,2021,3,2,chokepoint1,Suez Canal,17,18,4,3,9,42,51,800648,932812,19794,12509,278532,1765764,2044297,792
2021/03/03,2021,3,3,chokepoint1,Suez Canal,14,11,8,7,25,40,65,925848,699163,32827,33456,1128078,1691296,2819375,793
2021/03/04,2021,3,4,chokepoint1,Suez Canal,20,11,6,1,20,38,58,1325043,486890,20142,4730,949927,1836806,2786733,794
2021/03/05,2021,3,5,chokepoint1,Suez Canal,19,13,5,2,22,39,61,1206504,691959,53680,0,1016161,1952144,2968305,795
2021/03/06,2021,3,6,chokepoint1,Suez Canal,19,15,5,2,13,41,54,1267244,891878,3580,9299,526094,2172003,2698097,796
2021/03/07,2021,3,7,chokepoint1,Suez Canal,16,15,9,3,22,43,65,800221,644867,58415,15691,697770,1519195,2216966,797
2021/03/08,2021,3,8,chokepoint1,Suez Canal,19,18,4,3,13,44,57,1025592,741419,15323,4913,417791,1787249,2205040,798
2021/03/09,2021,3,9,chokepoint1,Suez Canal,21,22,11,2,13,56,69,1207044,1035250,46881,11822,688535,2300999,2989534,799
2021/03/10,2021,3,10,chokepoint1,Suez Canal,18,15,4,0,24,37,61,1310466,838568,7231,0,971283,2156266,3127549,800
2023/05/20,2023,5,20,chokepoint1,Suez Canal,21,26,7,4,25,58,83,1148714,1546236,34634,10421,1503404,2740007,4243411,801
2023/05/21,2023,5,21,chokepoint1,Suez Canal,21,22,4,1,20,48,68,1053113,1593665,7970,4258,846416,2659007,3505423,802
2023/05/22,2023,5,22,chokepoint1,Suez Canal,20,14,5,3,24,42,66,1237461,715973,20024,16595,911128,1990055,2901183,803
2023/05/23,2023,5,23,chokepoint1,Suez Canal,12,28,7,4,44,51,95,374869,1311755,19619,16527,1840999,1722772,3563771,804
2023/05/24,2023,5,24,chokepoint1,Suez Canal,23,15,5,2,28,45,73,1046298,775449,15971,3812,1533529,1841531,3375060,805
2023/05/25,2023,5,25,chokepoint1,Suez Canal,23,12,3,1,10,39,49,1256223,895913,8370,4096,586553,2164605,2751158,806
2023/05/26,2023,5,26,chokepoint1,Suez Canal,19,25,6,6,32,56,88,976771,1298490,21026,34002,1519852,2330290,3850143,807
2023/05/27,2023,5,27,chokepoint1,Suez Canal,18,24,8,3,17,53,70,1380247,1403189,30488,14973,899239,2828899,3728139,808
2023/05/28,2023,5,28,chokepoint1,Suez Canal,30,27,5,3,24,65,89,1929421,1124771,18787,19042,1228813,3092022,4320836,809
2023/05/29,2023,5,29,chokepoint1,Suez Canal,18,19,3,3,26,43,69,749688,1264811,5537,10395,1583395,2030433,3613828,810
2023/05/30,2023,5,30,chokepoint1,Suez Canal,21,26,9,1,32,57,89,963487,1410526,60063,7212,1478426,2441291,3919717,811
2023/05/31,2023,5,31,chokepoint1,Suez Canal,20,20,6,3,21,49,70,920706,847685,20575,15624,1303793,1804591,3108385,812
2023/06/01,2023,6,1,chokepoint1,Suez Canal,18,24,2,2,18,46,64,958924,1120978,1442,13214,1121269,2094560,3215829,813
2023/06/02,2023,6,2,chokepoint1,Suez Canal,26,30,3,4,27,63,90,1449042,1251020,32215,19087,1021561,2751365,3772926,814
2023/06/03,2023,6,3,chokepoint1,Suez Canal,17,18,6,1,22,42,64,1112889,795219,22022,9612,1313729,1939744,3253474,815
2023/06/04,2023,6,4,chokepoint1,Suez Canal,15,11,2,3,31,31,62,825878,452428,1452,16703,1352354,1296462,2648817,816
2023/06/05,2023,6,5,chokepoint1,Suez Canal,21,19,9,2,21,51,72,1161352,812257,28279,16373,1291558,2018263,3309822,817
2023/06/06,2023,6,6,chokepoint1,Suez Canal,21,24,4,3,21,52,73,909113,1200655,21761,19501,1138966,2151031,3289998,818
2023/06/07,2023,6,7,chokepoint1,Suez Canal,28,23,4,7,27,62,89,1113125,1104509,22608,43119,1237484,2283363,3520847,819
2023/06/08,2023,6,8,chokepoint1,Suez Canal,22,19,11,0,32,52,84,1131098,909679,34209,0,1321546,2074987,3396533,820
